TXNAME	SYMBOL
NM_001349528.1	PXK
NM_001349529.1	PXK
NM_001349531.1	PXK
NM_001349513.1	PXK
NM_001349489.1	PXK
NM_001349530.1	PXK
NM_001349521.1	PXK
NM_001349488.1	PXK
NM_001289098.1	PXK
NM_001349503.1	PXK
NM_001349507.1	PXK
NM_001349492.1	PXK
NM_001349506.1	PXK
NM_001349504.1	PXK
NM_001349508.1	PXK
NM_001349509.1	PXK
NM_001349493.1	PXK
NM_001349520.1	PXK
NM_001349519.1	PXK
NM_001349527.1	PXK
NM_001349499.1	PXK
NM_001349491.1	PXK
NM_001349510.1	PXK
NM_001349512.1	PXK
NM_001349494.1	PXK
NM_001349511.1	PXK
NM_001349516.1	PXK
NM_001349495.1	PXK
NM_001349501.1	PXK
NM_001289099.1	PXK
NM_001349514.1	PXK
NM_001349517.1	PXK
NM_001349496.1	PXK
NM_001349515.1	PXK
NM_001349518.1	PXK
NM_001289095.1	PXK
NM_001349497.1	PXK
NM_001349502.1	PXK
NM_001349490.1	PXK
NM_001289100.1	PXK
NM_001349522.1	PXK
NM_001289096.1	PXK
NM_001349524.1	PXK
NM_001349500.1	PXK
NM_001349533.1	PXK
NM_001349534.1	PXK
NM_001349536.1	PXK
NM_001349535.1	PXK
NM_001349525.1	PXK
NM_001289101.1	PXK
NM_001349538.1	PXK
NM_001349537.1	PXK
NM_001349540.1	PXK
NM_001349539.1	PXK
NM_001349526.1	PXK
NM_001349532.1	PXK
NM_017771.5	PXK
NM_001349498.1	PXK
NM_001315536.1	PDHB
NM_001173468.1	PDHB
NM_000925.4	PDHB
NM_001128214.2	KCTD6
NM_153331.3	KCTD6
NM_003500.4	ACOX2
NM_001282714.2	FAM107A
NM_001282713.2	FAM107A
NM_001076778.3	FAM107A
NM_007177.4	FAM107A
NM_138805.3	FAM3D
NM_198463.4	C3orf67
NM_001351531.2	C3orf67
NM_001351530.2	C3orf67
NM_001351532.2	C3orf67
NM_001351533.1	C3orf67
NM_001351534.1	C3orf67
NM_001354589.2	FHIT
NM_001354590.2	FHIT
NM_001166243.3	FHIT
NM_002012.4	FHIT
NM_001320899.2	FHIT
NM_001320900.2	FHIT
NM_001320901.2	FHIT
NM_002841.4	PTPRG
NM_001291943.1	C3orf14
NM_020685.5	C3orf14
NM_001291941.2	C3orf14
NM_001291942.2	C3orf14
NM_018008.4	FEZF2
NM_183393.3	CADPS
NM_003716.4	CADPS
NM_183394.3	CADPS
NM_001130003.2	SYNPR
NM_144642.5	SYNPR
NM_001348756.2	SNTN
NM_001080537.2	SNTN
NM_001355236.2	C3orf49
NM_001285387.2	THOC7
NM_025075.4	THOC7
NM_001285404.1	THOC7
NM_000333.3	ATXN7
NM_001177387.1	ATXN7
NM_001128149.3	ATXN7
NM_001271780.1	PSMD6
NM_014814.2	PSMD6
NM_001271779.1	PSMD6
NM_001271781.1	PSMD6
NM_001370528.1	PRICKLE2
NM_198859.4	PRICKLE2
NM_001318781.2	ADAMTS9
NM_182920.2	ADAMTS9
NM_001033057.2	MAGI1
NM_015520.2	MAGI1
NM_001365904.2	MAGI1
NM_001365903.2	MAGI1
NM_004742.3	MAGI1
NM_001365905.1	MAGI1
NM_173471.3	SLC25A26
NM_001350993.1	SLC25A26
NM_001164796.1	SLC25A26
NM_001350991.1	SLC25A26
NM_001350992.1	SLC25A26
NM_015541.2	LRIG1
NM_032505.3	KBTBD8
NM_001177599.1	SUCLG2
NM_003848.3	SUCLG2
NM_001252216.1	TAFA1
NM_213609.4	TAFA1
NM_001005527.2	TAFA4
NM_182522.5	TAFA4
NM_173654.3	EOGT
NM_001278689.2	EOGT
NM_007114.3	TMF1
NM_001363879.1	TMF1
NM_001363861.1	UBA3
NM_198195.2	UBA3
NM_003968.4	UBA3
NM_006407.4	ARL6IP5
NM_001304418.2	LMOD3
NM_198271.4	LMOD3
NM_015123.3	FRMD4B
NM_001354607.2	MITF
NM_001354608.2	MITF
NM_001354604.2	MITF
NM_198159.3	MITF
NM_001354605.2	MITF
NM_001354606.2	MITF
NM_001184967.2	MITF
NM_006722.2	MITF
NM_198177.3	MITF
NM_198158.3	MITF
NM_198178.3	MITF
NM_001184968.2	MITF
NM_000248.3	MITF
NM_001364677.1	MDFIC2
NM_001364676.1	MDFIC2
NM_001349340.2	FOXP1
NM_001349341.2	FOXP1
NM_001244808.2	FOXP1
NM_001349338.2	FOXP1
NM_001244812.2	FOXP1
NM_001244814.2	FOXP1
NM_001349343.2	FOXP1
NM_001349342.2	FOXP1
NM_001349344.2	FOXP1
NM_001244813.2	FOXP1
NM_001349337.2	FOXP1
NM_001370548.1	FOXP1
NM_001244815.2	FOXP1
NM_001244810.1	FOXP1
NM_032682.5	FOXP1
NM_001244816.1	FOXP1
NM_001012505.1	FOXP1
NM_173359.5	EIF4E3
NM_001282886.2	EIF4E3
NM_001134651.2	EIF4E3
NM_001134649.2	EIF4E3
NM_001134650.1	EIF4E3
NM_018971.3	GPR27
NM_021935.4	PROK2
NM_001126128.2	PROK2
NM_012234.6	RYBP
NM_018130.3	SHQ1
NM_001080393.2	GXYLT2
NM_001318026.1	PPP4R2
NM_001318026.1	PPP4R2
NM_174907.4	PPP4R2
NM_001318025.2	PPP4R2
NM_001318027.2	PPP4R2
NM_001318028.2	PPP4R2
NM_018029.4	EBLN2
NM_001303139.1	PDZRN3
NM_001303141.1	PDZRN3
NM_015009.3	PDZRN3
NM_001303140.2	PDZRN3
NM_001303142.2	PDZRN3
NM_020872.2	CNTN3
NM_001124759.3	FRG2C
NM_001290210.2	ZNF717
NM_001324026.2	ZNF717
NM_001324028.1	ZNF717
NM_001324027.1	ZNF717
NM_001290208.3	ZNF717
NM_001290209.3	ZNF717
NM_001128223.3	ZNF717
NM_001128929.3	ROBO2
NM_001290040.2	ROBO2
NM_001290039.2	ROBO2
NM_001290065.2	ROBO2
NM_002942.5	ROBO2
NM_001145845.1	ROBO1
NM_133631.3	ROBO1
NM_002941.4	ROBO1
NM_000158.4	GBE1
NM_001167675.2	CADM2
NM_001167674.2	CADM2
NM_001256504.1	CADM2
NM_001256502.1	CADM2
NM_001256505.1	CADM2
NM_001256503.1	CADM2
NM_153184.3	CADM2
NM_001320494.2	VGLL3
NM_016206.4	VGLL3
NM_001320493.2	VGLL3
NM_014043.4	CHMP2B
NM_001244644.2	CHMP2B
NM_000306.4	POU1F1
NM_001122757.3	POU1F1
NM_001322208.2	HTR1F
NM_001322210.2	HTR1F
NM_001322209.2	HTR1F
NM_000866.4	HTR1F
NM_001195308.1	CGGBP1
NM_001008390.2	CGGBP1
NM_003663.3	CGGBP1
NM_001366097.1	ZNF654
NM_001350134.2	ZNF654
NM_001350137.2	ZNF654
NM_001350136.2	ZNF654
NM_001350135.2	ZNF654
NM_001366093.1	ZNF654
NM_001366095.1	ZNF654
NM_001366096.1	ZNF654
NM_173824.4	C3orf38
NM_001368167.1	CSNKA2IP
NM_001368168.1	CSNKA2IP
NM_001368166.1	CSNKA2IP
NM_001368165.1	CSNKA2IP
NM_005233.6	EPHA3
NM_182644.3	EPHA3
NM_001314077.1	PROS1
NM_000313.4	PROS1
NM_001174151.1	ARL13B
NM_001321328.2	ARL13B
NM_001174150.2	ARL13B
NM_182896.3	ARL13B
NM_144996.4	ARL13B
NM_001001850.3	STX19
NM_001195643.2	DHFR2
NM_176815.5	DHFR2
NM_022072.5	NSUN3
NM_001080448.3	EPHA6
NM_001278301.2	EPHA6
NM_173655.4	EPHA6
NM_001278300.2	EPHA6
NM_032146.5	ARL6
NM_177976.3	ARL6
NM_001323513.2	ARL6
NM_001278293.3	ARL6
NM_001323514.2	ARL6
NM_153605.4	CRYBG3
NM_001261829.1	RIOX2
NM_032778.5	RIOX2
NM_001042533.2	RIOX2
NM_153182.4	RIOX2
NM_001105580.2	GABRR3
NM_054106.1	OR5AC2
NM_001005338.1	OR5H1
NM_001005514.1	OR5H14
NM_001005515.1	OR5H15
NM_001005479.2	OR5H6
NM_001005482.1	OR5H2
NM_001005517.1	OR5K4
NM_001005516.1	OR5K3
NM_001004736.3	OR5K1
NM_001004737.1	OR5K2
NM_001040200.1	CLDND1
NM_001040183.1	CLDND1
NM_001040182.1	CLDND1
NM_019895.2	CLDND1
NM_001040199.1	CLDND1
NM_001040181.2	CLDND1
NM_005290.4	GPR15
NM_000097.7	CPOX
NM_001323360.1	ST3GAL6
NM_001323352.1	ST3GAL6
NM_001323362.1	ST3GAL6
NM_001323358.1	ST3GAL6
NM_001271142.1	ST3GAL6
NM_001271147.1	ST3GAL6
NM_001271146.1	ST3GAL6
NM_001323353.1	ST3GAL6
NM_001323359.1	ST3GAL6
NM_001271148.1	ST3GAL6
NM_006100.3	ST3GAL6
NM_001323364.1	ST3GAL6
NM_001271145.1	ST3GAL6
NM_001323363.1	ST3GAL6
NM_001323366.1	ST3GAL6
NM_001323365.1	ST3GAL6
NM_001323368.1	ST3GAL6
NM_001323367.1	ST3GAL6
NM_080927.4	DCBLD2
NM_001850.5	COL8A1
NM_020351.4	COL8A1
NM_032359.4	CMSS1
NM_001167924.1	CMSS1
NM_182909.3	FILIP1L
NM_001282793.1	FILIP1L
NM_001282794.1	FILIP1L
NM_001370247.1	FILIP1L
NM_001042459.2	FILIP1L
NM_014890.3	FILIP1L
NM_001199198.3	TBC1D23
NM_018309.5	TBC1D23
NM_020202.5	NIT2
NM_014820.5	TOMM70
NM_001085451.2	LNP1
NM_001363876.2	TMEM45A
NM_018004.3	TMEM45A
NM_032787.3	ADGRG7
NM_001308362.1	ADGRG7
NM_001007565.2	TFG
NM_001195479.1	TFG
NM_006070.6	TFG
NM_001195478.1	TFG
NM_001349329.1	ABI3BP
NM_015429.3	ABI3BP
NM_001349332.1	ABI3BP
NM_001349330.1	ABI3BP
NM_001349331.1	ABI3BP
NM_001365642.1	ABI3BP
NM_001365643.1	ABI3BP
NM_016247.4	IMPG2
NM_001282803.2	SENP7
NM_001282802.2	SENP7
NM_001282801.2	SENP7
NM_001077203.3	SENP7
NM_020654.5	SENP7
NM_001282804.1	SENP7
NM_017819.4	TRMT10C
NM_001320399.1	PCNP
NM_001320395.1	PCNP
NM_001320398.1	PCNP
NM_001320401.1	PCNP
NM_001320400.1	PCNP
NM_001320397.1	PCNP
NM_020357.3	PCNP
NM_014415.4	ZBTB11
NM_000986.4	RPL24
NM_024548.4	CEP97
NM_001303401.2	CEP97
NM_001348992.2	NXPE3
NM_001348994.2	NXPE3
NM_001348993.2	NXPE3
NM_001348995.2	NXPE3
NM_145037.4	NXPE3
NM_001348997.2	NXPE3
NM_001348990.2	NXPE3
NM_001348991.2	NXPE3
NM_001348996.2	NXPE3
NM_001134456.2	NXPE3
NM_001348998.2	NXPE3
NM_001005474.3	NFKBIZ
NM_031419.4	NFKBIZ
NM_001329788.1	ZPLD1
NM_175056.2	ZPLD1
NM_001243281.1	ALCAM
NM_001243283.1	ALCAM
NM_001627.4	ALCAM
NM_001243280.2	ALCAM
NM_001321790.2	CBLB
NM_001321796.2	CBLB
NM_001321806.2	CBLB
NM_001321797.2	CBLB
NM_001321794.2	CBLB
NM_001321791.2	CBLB
NM_001321788.2	CBLB
NM_001321808.2	CBLB
NM_001321820.2	CBLB
NM_001321799.2	CBLB
NM_001321816.2	CBLB
NM_001321811.2	CBLB
NM_001321798.2	CBLB
NM_001321795.2	CBLB
NM_001321793.2	CBLB
NM_170662.5	CBLB
NM_001321822.2	CBLB
NM_001321807.2	CBLB
NM_001321786.1	CBLB
NM_001321789.1	CBLB
NM_001321813.1	CBLB
NM_032600.3	CCDC54
NM_001142568.3	BBX
NM_020235.7	BBX
NM_001276286.2	BBX
NM_198793.2	CD47
NM_001777.3	CD47
NM_018010.4	IFT57
NM_001282558.1	HHLA2
NM_001282559.1	HHLA2
NM_001282556.1	HHLA2
NM_001370244.1	HHLA2
NM_007072.3	HHLA2
NM_001282557.1	HHLA2
NM_014981.2	MYH15
NM_020890.3	CIP2A
NM_014648.4	DZIP3
NM_032579.2	RETNLB
NM_016388.4	TRAT1
NM_001317747.2	TRAT1
NM_005459.4	GUCA1C
NM_001363884.1	GUCA1C
NM_014429.4	MORC1
NM_001351622.2	C3orf85
NM_138815.4	DPPA2
NM_001348929.1	DPPA4
NM_018189.3	DPPA4
NM_001348928.2	DPPA4
NM_001243288.2	NECTIN3
NM_015480.3	NECTIN3
NM_001243286.2	NECTIN3
NM_198196.3	CD96
NM_005816.5	CD96
NM_001318889.2	CD96
NM_024508.5	ZBED2
NM_001185106.1	PLCXD2
NM_153268.3	PLCXD2
NM_001134437.2	PHLDB2
NM_145753.2	PHLDB2
NM_001134438.2	PHLDB2
NM_001134439.2	PHLDB2
NM_001272069.2	ABHD10
NM_018394.4	ABHD10
NM_013259.2	TAGLN3
NM_001008272.2	TAGLN3
NM_001008273.1	TAGLN3
NM_001042575.2	TMPRSS7
NM_001366279.1	TMPRSS7
NM_001171747.1	C3orf52
NM_024616.2	C3orf52
NM_001190260.2	GCSAM
NM_152785.5	GCSAM
NM_001190259.2	GCSAM
NM_001320531.2	SLC9C1
NM_183061.3	SLC9C1
NM_001365854.1	CD200
NM_001365853.1	CD200
NM_001365855.1	CD200
NM_001004196.3	CD200
NM_001318826.1	CD200
NM_001318828.1	CD200
NM_001318830.1	CD200
NM_001365852.1	CD200
NM_005944.7	CD200
NM_001365851.2	CD200
NM_001085357.2	BTLA
NM_181780.4	BTLA
NM_022488.5	ATG3
NM_001278712.2	ATG3
NM_001348906.1	SLC35A5
NM_001348905.1	SLC35A5
NM_017945.5	SLC35A5
NM_001348910.2	SLC35A5
NM_001348911.2	SLC35A5
NM_001348909.2	SLC35A5
NM_001348908.2	SLC35A5
NM_001348907.2	SLC35A5
NM_199512.2	CCDC80
NM_199511.2	CCDC80
NM_001008784.2	CD200R1L
NM_001199215.1	CD200R1L
NM_001370552.1	CD200R1L
NM_170780.3	CD200R1
NM_138806.4	CD200R1
NM_138940.3	CD200R1
NM_138939.3	CD200R1
NM_138485.1	GTPBP8
NM_014170.4	GTPBP8
NM_001319110.2	NEPRO
NM_001319112.2	NEPRO
NM_001319111.2	NEPRO
NM_001319115.2	NEPRO
NM_001319114.2	NEPRO
NM_001319109.2	NEPRO
NM_015412.4	NEPRO
NM_033254.4	BOC
NM_001301867.2	BOC
NM_001301861.2	BOC
NM_001164496.2	CFAP44
NM_018338.3	CFAP44
NM_001331078.2	SPICE1
NM_144718.4	SPICE1
NM_001331079.1	SPICE1
NM_001308350.1	SIDT1
NM_001322299.2	SIDT1
NM_001322294.2	SIDT1
NM_017699.3	SIDT1
NM_001322298.2	SIDT1
NM_001322295.2	SIDT1
NM_001322300.2	SIDT1
NM_001322296.2	SIDT1
NM_001322297.2	SIDT1
NM_001009899.4	USF3
NM_001308445.2	NAA50
NM_025146.4	NAA50
NM_001690.4	ATP6V1A
NM_017577.5	GRAMD1C
NM_001172105.2	GRAMD1C
NM_001363952.1	ZDHHC23
NM_001320466.2	ZDHHC23
NM_001320468.2	ZDHHC23
NM_001320467.2	ZDHHC23
NM_173570.5	ZDHHC23
NM_001353767.2	CCDC191
NM_001353766.3	CCDC191
NM_020817.2	CCDC191
NM_024638.4	QTRT2
NM_001256835.2	QTRT2
NM_001256837.2	QTRT2
NM_001256836.2	QTRT2
NM_000796.6	DRD3
NM_001282563.2	DRD3
NM_033663.5	DRD3
NM_001290809.1	DRD3
NM_007136.3	ZNF80
NM_173799.4	TIGIT
NM_001164343.2	ZBTB20
NM_001164346.2	ZBTB20
NM_001164347.2	ZBTB20
NM_001164342.2	ZBTB20
NM_015642.6	ZBTB20
NM_001348801.2	ZBTB20
NM_001348800.2	ZBTB20
NM_001348803.2	ZBTB20
NM_001348802.2	ZBTB20
NM_001348804.2	ZBTB20
NM_001348805.2	ZBTB20
NM_001164345.3	ZBTB20
NM_001164344.3	ZBTB20
NM_001130064.2	GAP43
NM_002045.4	GAP43
NM_002338.5	LSAMP
NM_001318915.2	LSAMP
NM_001353320.2	IGSF11
NM_001353322.2	IGSF11
NM_152538.4	IGSF11
NM_001353324.2	IGSF11
NM_001353321.2	IGSF11
NM_001353323.2	IGSF11
NM_001015887.3	IGSF11
NM_001353326.2	IGSF11
NM_001353325.2	IGSF11
NM_001353319.2	IGSF11
NM_001353318.2	IGSF11
NM_152539.3	TEX55
NM_006952.4	UPK1B
NM_003778.4	B4GALT4
NM_212543.2	B4GALT4
NM_020754.4	ARHGAP31
NM_018266.3	TMEM39A
NM_152305.3	POGLUT1
NM_016589.4	TIMMDC1
NM_005191.4	CD80
NM_001371092.1	ADPRH
NM_001125.4	ADPRH
NM_001291949.2	ADPRH
NM_001291950.2	ADPRH
NM_001206960.1	PLA1A
NM_001206961.1	PLA1A
NM_015900.4	PLA1A
NM_001293225.1	PLA1A
NM_022135.3	POPDC2
NM_001308333.1	POPDC2
NM_001369919.1	POPDC2
NM_005694.1	COX17
NM_001320316.1	MAATS1
NM_033364.4	MAATS1
NM_001320317.1	MAATS1
NM_001320318.1	MAATS1
NM_003889.3	NR1I2
NM_033013.2	NR1I2
NM_022002.2	NR1I2
NM_001354596.2	GSK3B
NM_001146156.2	GSK3B
NM_002093.4	GSK3B
NM_001168271.1	GPR156
NM_153002.2	GPR156
NM_001099678.2	LRRC58
NM_007085.5	FSTL1
NM_004547.6	NDUFB4
NM_001168331.2	NDUFB4
NM_000187.4	HGD
NM_173825.5	RABL3
NM_001363964.1	RABL3
NM_001363965.1	RABL3
NM_005513.3	GTF2E1
NM_014980.3	STXBP5L
NM_001308330.2	STXBP5L
NM_001348345.2	STXBP5L
NM_001348343.2	STXBP5L
NM_001348344.2	STXBP5L
NM_199420.4	POLQ
NM_001012659.2	ARGFX
NM_016298.4	FBXO40
NM_001292041.2	HCLS1
NM_005335.6	HCLS1
NM_001256488.1	GOLGB1
NM_001366283.2	GOLGB1
NM_004487.5	GOLGB1
NM_001366282.2	GOLGB1
NM_001256486.2	GOLGB1
NM_001366284.2	GOLGB1
NM_001256487.2	GOLGB1
NM_001319107.1	IQCB1
NM_001023571.3	IQCB1
NM_001023570.4	IQCB1
NM_001320041.1	EAF2
NM_018456.6	EAF2
NM_021082.4	SLC15A2
NM_001145998.2	SLC15A2
NM_001199800.2	ILDR1
NM_175924.4	ILDR1
NM_001199799.2	ILDR1
NM_001206924.1	CD86
NM_001206925.1	CD86
NM_175862.5	CD86
NM_006889.4	CD86
NM_176892.1	CD86
NM_000388.4	CASR
NM_001178065.2	CASR
NM_005213.4	CSTA
NM_001017928.4	CCDC58
NM_001308326.1	CCDC58
NM_014367.4	FAM162A
NM_019069.4	WDR5B
NM_002264.4	KPNA1
NM_001146103.2	PARP9
NM_031458.3	PARP9
NM_001146105.2	PARP9
NM_001146102.2	PARP9
NM_001146104.2	PARP9
NM_001146106.2	PARP9
NM_138287.3	DTX3L
NM_001113523.3	PARP15
NM_001308320.2	PARP15
NM_152615.2	PARP15
NM_001308321.1	PARP15
NM_017554.3	PARP14
NM_001320728.2	HSPBAP1
NM_024610.6	HSPBAP1
NM_032839.3	SLC49A4
NM_001031702.4	SEMA5B
NM_001256348.1	SEMA5B
NM_001256346.1	SEMA5B
NM_001256347.1	SEMA5B
NM_006810.4	PDIA5
NM_012430.5	SEC22A
NM_183357.2	ADCY5
NM_001199642.1	ADCY5
NM_001329787.1	HACD2
NM_001329786.2	HACD2
NM_198402.5	HACD2
NM_001329784.2	HACD2
NM_001329783.2	HACD2
NM_001321309.2	MYLK
NM_053028.4	MYLK
NM_053026.4	MYLK
NM_053027.4	MYLK
NM_053025.4	MYLK
NM_053031.4	MYLK
NM_053032.4	MYLK
NM_001366338.1	CCDC14
NM_001366336.1	CCDC14
NM_001366337.1	CCDC14
NM_001308317.2	CCDC14
NM_001366339.1	CCDC14
NM_022757.5	CCDC14
NM_001366335.1	CCDC14
NM_017578.4	ROPN1
NM_001317775.1	ROPN1
NM_001317774.1	ROPN1
NM_001024660.4	KALRN
NM_001322988.1	KALRN
NM_003947.6	KALRN
NM_001322992.2	KALRN
NM_001322989.2	KALRN
NM_001322990.2	KALRN
NM_001322991.2	KALRN
NM_007064.5	KALRN
NM_001322993.2	KALRN
NM_001322995.2	KALRN
NM_001322998.2	KALRN
NM_001322999.2	KALRN
NM_001322996.1	KALRN
NM_001323000.1	KALRN
NM_001322997.1	KALRN
NM_001322994.1	KALRN
NM_001323001.1	KALRN
NM_000373.4	UMPS
NM_001354766.1	ITGB5
NM_001354764.1	ITGB5
NM_001354765.1	ITGB5
NM_002213.5	ITGB5
NM_033049.4	MUC13
NM_020733.2	HEG1
NM_024628.5	SLC12A8
NM_001195483.1	SLC12A8
NM_001348426.2	ZNF148
NM_001348431.2	ZNF148
NM_001348428.2	ZNF148
NM_001348429.2	ZNF148
NM_001348430.2	ZNF148
NM_001348434.2	ZNF148
NM_021964.2	ZNF148
NM_001348425.2	ZNF148
NM_001348427.2	ZNF148
NM_001348432.2	ZNF148
NM_001348424.1	ZNF148
NM_001348433.2	ZNF148
NM_001348436.2	ZNF148
NM_003794.4	SNX4
NM_022776.5	OSBPL11
NM_001015050.2	ALG1L
NM_001195223.1	ALG1L
NM_001308313.2	ROPN1B
NM_001012337.3	ROPN1B
NM_001164475.1	SLC41A3
NM_001008486.1	SLC41A3
NM_001008485.1	SLC41A3
NM_017836.3	SLC41A3
NM_001008487.1	SLC41A3
NM_001270364.1	ALDH1L1
NM_001270365.2	ALDH1L1
NM_012190.4	ALDH1L1
NM_014079.4	KLF15
NM_182628.3	CFAP100
NM_025112.5	ZXDC
NM_001040653.3	ZXDC
NM_144639.3	UROC1
NM_001165974.2	UROC1
NM_152889.3	CHST13
NM_152533.3	C3orf22
NM_001173513.2	TXNRD3
NM_052883.2	TXNRD3
NM_001320610.2	CHCHD6
NM_032343.3	CHCHD6
NM_032242.3	PLXNA1
NM_001007534.2	C3orf56
NM_001362810.2	PRR20G
NM_001353005.2	TPRA1
NM_001353007.2	TPRA1
NM_001353003.2	TPRA1
NM_001353004.2	TPRA1
NM_001142646.4	TPRA1
NM_001136053.4	TPRA1
NM_001353006.2	TPRA1
NM_001353002.2	TPRA1
NM_001353001.2	TPRA1
NM_004526.4	MCM2
NM_015720.4	PODXL2
NM_032548.3	ABTB1
NM_172027.3	ABTB1
NM_001003794.2	MGLL
NM_001256585.1	MGLL
NM_007283.6	MGLL
NM_207335.3	KBTBD12
NM_001370224.1	KBTBD12
NM_013336.4	SEC61A1
NM_001319086.1	RUVBL1
NM_001319084.2	RUVBL1
NM_003707.3	RUVBL1
NM_021937.5	EEFSEC
NM_153330.5	DNAJB8
NM_001145662.1	GATA2
NM_032638.5	GATA2
NM_001145661.2	GATA2
NM_002950.4	RPN1
NM_004637.6	RAB7A
NM_014049.5	ACAD9
NM_001348521.2	KIAA1257
NM_001348520.2	KIAA1257
NM_020741.3	KIAA1257
NM_001348522.1	KIAA1257
NM_001348523.1	KIAA1257
NM_024768.2	EFCC1
NM_000174.4	GP9
NM_001204890.1	ISY1-RAB43
NM_001204883.1	RAB43
NM_001204884.1	RAB43
NM_001204885.1	RAB43
NM_001204886.1	RAB43
NM_001204888.1	RAB43
NM_198490.2	RAB43
NM_001204887.1	RAB43
NM_020701.4	ISY1
NM_001199469.2	ISY1
NM_001127196.2	CNBP
NM_001127195.2	CNBP
NM_001127194.2	CNBP
NM_003418.5	CNBP
NM_001127193.2	CNBP
NM_001127192.2	CNBP
NM_016128.4	COPG1
NM_001370345.1	HMCES
NM_001363881.1	HMCES
NM_020187.3	HMCES
NM_001006109.1	HMCES
NM_001370343.1	HMCES
NM_001370344.1	HMCES
NM_006026.4	H1-10
NM_207307.3	EFCAB12
NM_001276273.1	MBD4
NM_001276270.2	MBD4
NM_001276272.2	MBD4
NM_003925.3	MBD4
NM_001276271.1	MBD4
NM_001280545.1	IFT122
NM_001280546.1	IFT122
NM_052985.4	IFT122
NM_001280541.2	IFT122
NM_052989.3	IFT122
NM_018262.4	IFT122
NM_052990.3	IFT122
NM_000539.3	RHO
NM_153833.2	H1-8
NM_001308262.1	H1-8
NM_015103.2	PLXND1
NM_001349268.2	TMCC1
NM_001349270.2	TMCC1
NM_001349265.2	TMCC1
NM_001017395.5	TMCC1
NM_001349269.2	TMCC1
NM_001349266.2	TMCC1
NM_001349263.2	TMCC1
NM_001349271.2	TMCC1
NM_001349275.2	TMCC1
NM_001349264.2	TMCC1
NM_001349276.2	TMCC1
NM_001128224.2	TMCC1
NM_001349273.2	TMCC1
NM_001349274.2	TMCC1
NM_001349272.1	TMCC1
NM_015008.5	TMCC1
NM_007117.5	TRH
NM_001136152.1	ALG1L2
NM_001278298.1	COL6A5
NM_153264.6	COL6A5
NM_001102608.2	COL6A6
NM_014602.3	PIK3R4
NM_001199180.2	ATP2C1
NM_001199182.2	ATP2C1
NM_001199181.2	ATP2C1
NM_001001485.2	ATP2C1
NM_001199183.2	ATP2C1
NM_001199179.2	ATP2C1
NM_001199184.2	ATP2C1
NM_001199185.2	ATP2C1
NM_014382.4	ATP2C1
NM_001001486.1	ATP2C1
NM_001001487.1	ATP2C1
NM_001288950.1	ASTE1
NM_014065.3	ASTE1
NM_001353038.2	NEK11
NM_001353022.2	NEK11
NM_001353023.2	NEK11
NM_001353045.2	NEK11
NM_001353029.2	NEK11
NM_001353024.2	NEK11
NM_001353033.2	NEK11
NM_001353040.2	NEK11
NM_001353041.2	NEK11
NM_001321221.2	NEK11
NM_024800.5	NEK11
NM_001353028.2	NEK11
NM_001353027.2	NEK11
NM_001353030.2	NEK11
NM_001353032.2	NEK11
NM_001353044.2	NEK11
NM_001353036.2	NEK11
NM_001353034.2	NEK11
NM_001353043.2	NEK11
NM_001353039.2	NEK11
NM_001353046.2	NEK11
NM_001353048.2	NEK11
NM_001353026.2	NEK11
NM_001321220.2	NEK11
NM_001146003.2	NEK11
NM_001353031.2	NEK11
NM_001321222.2	NEK11
NM_001353037.2	NEK11
NM_001353025.2	NEK11
NM_001353042.2	NEK11
NM_001321224.2	NEK11
NM_145910.4	NEK11
NM_001321223.1	NEK11
NM_001171905.1	NUDT16
NM_001171906.1	NUDT16
NM_152395.3	NUDT16
NM_007208.4	MRPL3
NM_153429.1	CPNE4
NM_001289112.1	CPNE4
NM_130808.2	CPNE4
NM_001134194.2	ACP3
NM_001099.5	ACP3
NM_001292037.2	ACP3
NM_001329126.2	DNAJC13
NM_015268.4	DNAJC13
NM_032169.5	ACAD11
NM_016557.4	ACKR4
NM_178445.2	ACKR4
NM_198329.3	UBA5
NM_024818.4	UBA5
NM_001321239.1	UBA5
NM_001320210.1	UBA5
NM_001321238.1	UBA5
NM_153240.5	NPHP3
NM_001136469.2	TMEM108
NM_023943.4	TMEM108
NM_001282865.1	TMEM108
NM_003571.4	BFSP2
NM_001134422.2	CDV3
NM_017548.5	CDV3
NM_001282762.2	CDV3
NM_001282764.1	CDV3
NM_001282765.1	CDV3
NM_001134423.2	CDV3
NM_001282763.1	CDV3
NM_001363889.2	TOPBP1
NM_007027.4	TOPBP1
NM_001354703.2	TF
NM_001063.4	TF
NM_001354704.2	TF
NM_021203.4	SRPRB
NM_016577.4	RAB6B
NM_001363953.1	RAB6B
NM_005630.3	SLCO2A1
NM_002958.3	RYK
NM_001005861.2	RYK
NM_001278683.1	AMOTL2
NM_001363943.2	AMOTL2
NM_001278685.2	AMOTL2
NM_016201.4	AMOTL2
NM_001242374.1	ANAPC13
NM_001242375.1	ANAPC13
NM_015391.4	ANAPC13
NM_001353113.1	CEP63
NM_001042384.2	CEP63
NM_001353122.1	CEP63
NM_001353110.1	CEP63
NM_001353109.1	CEP63
NM_001042383.2	CEP63
NM_001353118.1	CEP63
NM_001353117.1	CEP63
NM_001353123.1	CEP63
NM_001353108.1	CEP63
NM_001042400.2	CEP63
NM_001353120.1	CEP63
